4.103630277447820163e+00,3.037267990859247924e+00
6.584820527349018349e+00,5.647967791009888217e+00
3.860991806883034450e+00,3.785598617040740965e+00
5.870961782171619348e+00,4.122029383464130170e+00
6.296149867527883082e+00,5.616459312626155054e+00
5.536596520566823720e+00,5.404695455614300315e+00
5.191450872023911423e+00,5.880511199177110626e+00
4.545919637484394649e+00,5.085951973434384321e+00
5.751946587677196021e+00,5.562989718586127452e+00
3.805013194731339699e+00,4.499590332695736272e+00
5.252803505419154639e+00,4.591985290960103328e+00
6.774658560973333188e+00,4.606846805245886856e+00
4.837781552423309428e+00,5.769430178177303858e+00
5.330532743234916104e+00,4.854725542795231163e+00
4.243506471119252055e+00,5.301514057396766511e+00
6.039096440378392217e+00,5.479095224098228911e+00
4.221816478543877871e+00,6.736774956976710804e+00
3.553422109964105680e+00,3.417314358197210744e+00
5.960557224457228465e+00,5.225840478602689743e+00
4.450501453695959952e+00,3.901429272444670637e+00
7.320799839280297761e+00,5.117090872155442227e+00
5.534201170845771678e+00,5.317885097238181480e+00
5.434807957731157657e+00,5.540094460524805697e+00
5.732424009754875982e+00,4.624777599239327408e+00
4.708358013648155094e+00,3.258977191641098337e+00
4.219695593498460795e+00,5.271112796446715265e+00
6.045023375502690755e+00,5.599039526376183851e+00
4.659307656122069652e+00,3.736827087914845968e+00
2.222640854572566660e+00,6.151733974780799308e+00
4.410771013489850567e+00,4.551534993795940842e+00
5.131573967908068745e+00,3.594439952608110111e+00
4.650217819888463389e+00,7.023471949769973577e+00
5.505386938577342626e+00,5.359249156513456569e+00
3.417505522018241315e+00,7.243601894582640810e+00
3.577205091373657275e+00,6.922324755444398292e+00
2.884943984812192497e+00,6.405365438724420102e+00
6.618054269000225531e+00,4.175590878672165829e+00
5.422580372272882698e+00,5.547480572104665164e+00
4.186205516768693791e+00,3.550882389263069427e+00
3.682282656859234393e+00,5.541008219959807413e+00
4.914884397480594025e+00,4.435698966697839474e+00
5.966768011166459829e+00,5.508067909391478167e+00
4.244537273634366947e+00,3.798798480982610748e+00
5.523261738688076683e+00,4.462416631441938009e+00
5.099204862531502513e+00,6.576298972627717454e+00
5.502328240074779941e+00,4.137733000246763382e+00
5.160661189819772510e+00,4.047355047184612253e+00
6.608522155948723942e+00,4.438421250396778817e+00
5.207270746973618358e+00,5.307732574679431714e+00
5.159250468373702603e+00,3.041451044863461295e+00
3.553578936016671186e+00,4.547649724430907980e+00
5.319431833331530690e+00,4.862220785714229443e+00
4.042852526848982997e+00,3.651575680878298868e+00
4.598442455500656223e+00,4.531523955320277075e+00
5.512836457592756645e+00,4.673681537841681610e+00
5.602707656429329219e+00,4.405350230279594825e+00
4.744042330785731565e+00,4.651953620357380359e+00
4.217633033097910378e+00,5.625118656433730102e+00
4.186404002905493194e+00,4.478358490029380690e+00
4.926880354051802691e+00,3.702620344043260125e+00
4.675065041679500766e+00,4.288693640257211115e+00
4.611845807517750195e+00,4.940071997328909781e+00
4.200086376859335502e+00,4.779924220179644578e+00
6.308668752352179609e+00,4.974201441745512930e+00
6.145262173019224505e+00,5.346494442006760828e+00
5.774160609818816070e+00,4.225541031229173683e+00
5.104907165085513121e+00,5.133912922615476049e+00
4.387374261125064123e+00,4.177171675705718457e+00
3.509734612092701767e+00,6.496139636951632212e+00
4.027597110647501921e+00,6.346221073222300113e+00
4.532506826342146411e+00,4.137506700275266347e+00
5.622519140304997443e+00,4.368808058253143223e+00
5.568458918924276801e+00,4.667188235147790465e+00
5.480424496117787037e+00,4.031813936092895290e+00
5.831351057984768715e+00,5.487972682663004420e+00
4.080349309937338020e+00,7.642935721014741723e+00
5.540123026400493700e+00,7.290467070530539218e+00
6.600267818748759119e+00,4.811165219782216340e+00
4.587728245395457094e+00,4.596540816579198996e+00
3.169971449572189570e+00,4.304164880650452218e+00
5.246766023979970939e+00,6.525957560884808828e+00
4.227228117021797793e+00,5.882056599363010285e+00
3.747406658496680976e+00,4.413679974788867533e+00
4.542359405710474363e+00,5.371811081497493312e+00
5.457309646720811536e+00,5.962341744814345645e+00
5.770836960404936988e+00,5.243168215402492116e+00
5.390364943508622275e+00,6.588530691097532532e+00
4.489073818767736590e+00,5.774728319067161664e+00
3.191856073501748270e+00,5.411334242897608782e+00
4.516750457520892326e+00,5.002571182431510444e+00
6.040086245053703173e+00,5.164643809526397789e+00
5.885187541208927620e+00,6.473764815138404849e+00
5.389093968865720896e+00,6.171041064620488292e+00
4.673439022320792446e+00,4.991790117730386278e+00
4.477380583601521913e+00,6.042977594646376183e+00
5.414091353793595296e+00,4.492765538105077283e+00
5.154668833646332438e+00,6.041568388818581603e+00
4.960732008962047246e+00,4.051067189150236558e+00
5.131911755787411877e+00,3.019434408931060076e+00
5.768770644399475067e+00,4.578672412675319769e+00
4.530689263720892868e+00,5.875695678779506714e+00
3.634837122774831286e+00,6.947098642820357384e+00
4.519757958261776842e+00,4.476749056615105360e+00
6.021224743167163496e+00,5.708695273110426349e+00
7.451229719075076474e+00,4.788794016368480122e+00
4.879593361335590629e+00,3.520684020036746631e+00
4.667897722651174419e+00,4.278568704428244551e+00
4.551232986894500954e+00,3.255812243446044807e+00
6.660607559894513585e+00,3.583396517574359397e+00
2.197797201608286954e+00,3.811575578416980470e+00
4.396160447203849131e+00,3.850445936742882047e+00
6.098303540732512573e+00,4.862160821403906041e+00
5.025385604406459095e+00,5.610391764305412643e+00
5.286012526978117521e+00,5.978567297446042872e+00
3.890522446363855025e+00,4.452481899320567926e+00
5.665967146069537996e+00,2.465445537915770036e+00
3.624815520682759029e+00,5.500992232179946484e+00
4.519750965005074228e+00,5.936107550109698039e+00
5.809180296853162950e+00,3.801907119808961788e+00
5.406657087466880895e+00,6.201697855667505976e+00
5.147434401650971658e+00,4.022535122754130832e+00
5.879389941913370166e+00,5.635424526553995506e+00
5.542610783498796323e+00,5.715938893436991464e+00
2.005387139772381033e+00,5.880937561080971321e+00
6.808131810578975873e+00,5.436638474629292617e+00
5.192728996499726968e+00,5.696438673391439167e+00
5.338225473685115574e+00,5.651781261700616454e+00
5.001471000245411247e+00,4.233295145463099374e+00
3.995677287785386333e+00,4.001808271768135583e+00
3.626957449049104554e+00,3.932257988980893515e+00
6.761266127419863103e+00,5.754095663656242365e+00
4.374972609315328498e+00,4.609607306014491535e+00
5.112557530906454595e+00,4.344454970515641890e+00
5.067516857174324763e+00,5.777604137902912385e+00
4.964257266451826744e+00,5.336015742661992078e+00
5.886491539359615999e+00,4.727868243981792062e+00
5.284790599134363553e+00,4.690622407116638470e+00
4.971471130165583396e+00,4.675269734917040232e+00
4.471130146443885067e+00,5.173711852987023185e+00
5.566545315818212103e+00,5.146304446001043864e+00
5.498726958311931590e+00,4.262068219758770482e+00
3.796264807800220353e+00,5.417043502967603175e+00
5.687881391174754775e+00,5.049857266599822481e+00
6.348035780424718943e+00,5.907698797987898764e+00
7.680570840769000540e+00,4.799191486004334095e+00
4.001151203904631970e+00,4.259863209260486450e+00
4.434502193625343480e+00,5.476031383438114908e+00
2.841931436038743097e+00,6.318551018090836635e+00
4.760703408857655639e+00,4.753206442211248550e+00
3.920656833975004751e+00,4.885774448549820015e+00
5.013239767667533542e+00,4.878055072399722469e+00
5.339059255942430582e+00,4.410367958048969861e+00
4.104184239589172556e+00,5.548328130497980126e+00
5.098667453815795447e+00,5.197181055197367172e+00
6.059027254441966548e+00,3.977435608739314343e+00
4.144759542749135939e+00,6.257219650828994340e+00
3.517116642425957451e+00,3.690587853668986007e+00
5.817861831184996113e+00,5.238200192022038237e+00
5.105232137059275921e+00,4.908340591899617245e+00
5.031267547027569620e+00,4.907887885308044318e+00
6.355442702594418236e+00,4.601851871249924564e+00
4.838626463722221160e+00,6.794448805225073329e+00
5.027509702029835381e+00,7.232016389525178113e+00
4.895020298981046736e+00,6.367414982460158690e+00
3.344655961690322421e+00,5.153644460815666406e+00
3.415526436849064318e+00,5.844454306604585980e+00
3.787132183790975049e+00,5.283769554383345834e+00
4.717804123309564446e+00,3.841796814815971128e+00
3.380640017102457762e+00,4.488959536419890206e+00
6.740629445895330640e+00,4.706514945110622961e+00
5.917221542115855826e+00,4.942957132337811643e+00
5.876726773690452710e+00,3.173088621695482558e+00
4.596811693150466560e+00,5.949405523793219075e+00
4.836745051166821519e+00,4.913544717288952590e+00
4.569538088114207142e+00,6.149379383367124419e+00
5.297514353954945854e+00,5.044022276175348374e+00
5.643054545339293071e+00,5.588224929117936668e+00
5.212587046437536564e+00,6.547031496990844524e+00
4.939712466360880683e+00,5.278081047967943640e+00
4.357047446647109190e+00,5.150115227006129004e+00
6.587761523745367498e+00,4.356742398211260969e+00
3.866407174361540910e+00,5.996759642819815994e+00
4.851233847766320828e+00,5.096004204969769802e+00
4.954886696306664895e+00,5.079121723929534760e+00
5.850530683523437858e+00,4.160875809400726766e+00
3.988225915894511253e+00,5.084968137037707336e+00
3.393560310550167269e+00,3.626946463958071298e+00
6.866683148331627073e+00,5.757468330061404238e+00
4.989943528130985406e+00,6.238006935958440025e+00
3.959400769914855012e+00,4.684396876614141725e+00
5.623453609424382549e+00,5.890671681431395079e+00
5.512916846827776496e+00,2.458761192311775368e+00
4.031917882335422476e+00,5.477068092356865314e+00
4.644048506953193822e+00,7.540231620759171527e+00
5.926558300967096571e+00,5.558081880618665593e+00
3.883050446253276444e+00,4.964703260397084428e+00
5.241203964218952294e+00,6.127783630127802361e+00
5.881131097099632221e+00,6.032989194519945642e+00
4.076087984189998181e+00,6.412151698298631075e+00
3.619569247692730585e+00,4.464085438333838418e+00
5.430771134945641343e+00,4.850108408266860849e+00
3.993963142079608453e+00,4.178450174396867389e+00
3.451745677150957370e+00,5.531974639007191108e+00
6.260568845042149277e+00,4.899606496598633676e+00
4.599651184986576880e+00,3.527677071533510400e+00
5.913201924252177832e+00,7.211304333239493047e+00
3.202544195633102220e+00,3.936567061845392956e+00
4.320406957455856123e+00,4.435682090317510706e+00
5.227345950143480913e+00,6.614249547280227404e+00
6.008597286860103637e+00,5.527597382774315449e+00
4.276071295941397565e+00,3.880371766319545834e+00
4.203224693693699443e+00,6.548066801378738866e+00
4.938256698542098810e+00,4.553163746337379081e+00
4.816244269750007412e+00,5.824618219638467487e+00
3.687150325450208044e+00,6.414874135922422838e+00
5.156476256946298520e+00,4.783656021704273620e+00
5.442846113746739434e+00,5.218397073129937169e+00
4.655803543532618605e+00,4.747289327958393201e+00
4.131137453134047455e+00,5.656390750859302763e+00
4.468006190588837967e+00,4.043741577567717016e+00
5.165863522653537210e+00,6.329141282745553099e+00
4.951655376220180038e+00,4.391898743048310294e+00
5.403896020835973424e+00,6.936712462402551793e+00
3.548094470568252667e+00,5.382202787785293374e+00
5.205086625231853503e+00,6.161533803559117395e+00
5.990909173684845435e+00,4.813290888190220329e+00
3.315482744575117380e+00,5.806563767896259165e+00
4.164807309808517211e+00,4.053259589042810696e+00
6.148350580691126055e+00,4.089149622361347269e+00
6.402844740100243293e+00,5.335844721405313074e+00
5.319118400086282783e+00,5.307264780505590807e+00
3.361576374258207878e+00,3.223611383653424145e+00
