1250	 16.61
1250	 16.78
1250	 16.48
1250	 16.31
1250	 16.17
1250	 15.66
1250	 15.11
1250	 14.63
1250	 14.01
1250	 13.71
1250	 13.16
1250	 12.95
1250	 12.54
1250	 12.27
1250	 12.17
1250	 11.90
1250	 11.79
1250	 11.76
1250	 11.62
1250	 11.69
1250	 11.83
1250	 11.76
1250	 11.96
1250	 11.96
1250	 11.86
1250	 11.96
1250	 11.83
1250	 11.96
1250	 12.00
1250	 11.83
1250	 11.90
1250	 11.76
1250	 11.93
1250	 11.48
1250	 11.86
1400	 11.55
1400	 11.76
1400	 11.86
1400	 11.93
1400	 12.10
1400	 12.54
950	 12.89
950	 13.19
950	 13.54
950	 13.57
950	 13.60
950	 13.91
950	 13.13
950	 12.68
950	 11.96
950	 11.31
950	 10.53
950	 9.91
1600	 9.09
1600	 8.51
1600	 8.31
1600	 7.66
1600	 7.48
1600	 7.42
1600	 7.59
1600	 7.86
1600	 8.37
1600	 8.89
1600	 9.60
1600	 10.36
1150	 11.18
1150	 12.07
1150	 12.82
1150	 13.33
1150	 13.33
1150	 13.23
1150	 12.85
1150	 12.48
1150	 11.83
1150	 11.42
1150	 11.01
1150	 10.39
1150	 10.12
1150	 9.91
1150	 9.81
1150	 9.84
1150	 9.91
1150	 9.95
1150	 10.01
1150	 10.08
1150	 10.05
1150	 10.05
1150	 9.95
1150	 9.81
1000	 9.91
1000	 9.98
1000	 9.88
1000	 9.60
1000	 9.54
1000	 9.33
1650	 8.89
1650	 8.34
1650	 8.07
1650	 7.62
1650	 7.48
1650	 7.55
1300	 7.59
1300	 7.83
1300	 8.17
1300	 8.54
1300	 8.61
1300	 9.30
1300	 9.88
1300	 10.46
1300	 11.07
1300	 11.55
1300	 12.07
1300	 12.44
1300	 12.48
1300	 12.75
1300	 12.72
1300	 12.61
1300	 12.58
1300	 12.41
1300	 12.37
1300	 12.48
1300	 12.51
1300	 12.65
1300	 12.58
1300	 12.51
1300	 12.72
1300	 12.51
1300	 12.61
1300	 12.72
1300	 12.68
1300	 12.65
1050	 11.18
1050	 12.65
1050	 12.65
1050	 12.65
1050	 12.41
1050	 12.00
1050	 11.66
1050	 10.97
1050	 10.46
1050	 9.37
1050	 9.23
1050	 8.89
1300	 8.48
1300	 8.31
1300	 8.37
1300	 8.34
1300	 8.48
1300	 8.65
850	 9.40
850	 10.05
850	 10.84
850	 11.01
850	 11.28
850	 11.25
850	 11.18
850	 10.66
850	 9.84
850	 9.19
850	 8.44
850	 7.72
1300	 7.01
1300	 6.46
1300	 6.08
1300	 5.81
1300	 5.57
1300	 5.54
1550	 5.71
1550	 5.98
1550	 6.36
1550	 6.84
1550	 7.14
1550	 7.59
1550	 8.00
1550	 8.37
1550	 8.72
1550	 9.23
1550	 9.57
1550	 10.29
1550	 11.14
1550	 12.00
1550	 12.95
1550	 14.49
1550	 12.92
1550	 15.90
1100	 16.48
1100	 16.65
1100	 17.23
1100	 17.23
1100	 17.09
1100	 16.89
1100	 16.61
1100	 16.03
1100	 16.00
1100	 15.18
1100	 14.77
1100	 14.15
1100	 13.47
1100	 12.95
1100	 12.24
1100	 11.83
1100	 11.35
1100	 10.49
1550	 10.90
1550	 10.42
1550	 10.29
1550	 10.15
1550	 10.12
1550	 10.36
1000	 11.18
1000	 11.01
1000	 11.18
1000	 11.66
1000	 11.76
1000	 12.07
1000	 11.45
1000	 10.60
1000	 9.91
1000	 9.19
1000	 8.65
1000	 8.03
1450	 7.86
1450	 7.35
1450	 7.35
1450	 7.28
1450	 7.35
1450	 7.59
1000	 7.96
1000	 8.37
1000	 8.99
1000	 9.30
1000	 9.50
1000	 9.47
1650	 9.19
1650	 8.85
1650	 8.41
1650	 7.90
1650	 7.55
1650	 7.42
1000	 7.42
1000	 7.28
1000	 8.00
1000	 8.27
1000	 8.44
1000	 8.37
1000	 8.27
1000	 8.10
1000	 7.76
1000	 7.45
1000	 7.35
1000	 7.18
1550	 7.18
1550	 7.25
1550	 7.31
1550	 7.38
1550	 7.55
1550	 7.62
1100	 7.69
1100	 8.03
1100	 8.20
1100	 8.54
1100	 8.61
